text,label
"If you think you can, you can. And if you think you can't, you're right.",0
"If you propose to speak, always ask yourself, is it true, is it necessary, is it kind.",0
Real success is finding your lifework in the work that you love.,0
"It is never too late. Even if you are going to die tomorrow, keep yourself straight and clear and be a happy human being today.",0
"It all depends on how we look at things, and not how they are in themselves.",0
"Nothing could be worse than the fear that one had given up too soon, and left one unexpended effort that might have saved the world.",0
"Accept the things to which fate binds you, and love the people with whom fate brings you together, but do so with all your heart.",0
The only person who never makes mistakes is the person who never does anything.,0
"Achari Paneer Masala Recipe is a delicious gravy which you can make for your everyday meals or for your house parties. A spicy piquant curry withCottage cheese, made withIndian pickling spices, to be eaten with steaming hot Ghee Rotis right off the tawa or white fluffy rice. It is easy to make and makes a great dish when you have guests invited for lunch or dinner. Serve  along with or , and  for a weekend meal. If you like this recipe, you can also try other   for your everyday meals:Onions|Tomatoes|Green Bell Pepper (Capsicum)|Whole cashews|Mustard oil|Green Chilli|Asafoetida (hing)|Salt|Coriander (Dhania) Seeds|Fennel seeds (Saunf)|Mustard seeds|Methi Seeds (Fenugreek Seeds)|Kashmiri dry red chillies|Kalonji (Onion Nigella Seeds)|Cumin seeds (Jeera)",1
"    - Beetroot Chicken Cutlets Recipe              .                  .                     ,      ||| | | |   ||  |  ||  || ",1
Without this playing with fantasy no creative work has ever yet come to birth. The debt we owe to the play of the imagination is incalculable.,0
"Noodle Sizzler With Garlic Pepper Sauce And Baked Vegetables RecipeNoodles are tastefully paired with baked vegetables and topped with garlic pepper sauce to make this appetising Noodle Sizzler with Garlic Pepper Sauce and Baked Vegetables. The colourful vegetables and the dramatic sizzle makes this simple meal look exotic. Use any vegetables of your choice. The recipe looks long winded but is very easy to follow. You can make ahead the different components and serve when required. Serve Noodle Sizzler With Garlic Pepper Sauce And Baked Vegetables Recipe during your house parties along with   and  . If you like this recipe, you can also try other Sizzler recipes such asHakka Noodles|Extra Virgin Olive Oil|Cabbage (Patta Gobi/ Muttaikose)|Garlic|Ginger|Black pepper powder|Salt|Extra Virgin Olive Oil|Garlic|Red Bell pepper (Capsicum)|Fresh Red chillies|Onion|Salt|Mixed vegetables|Green Bell Pepper (Capsicum)|Button mushrooms|Sunflower Oil|Salt|Black pepper powder",1
Fresh Fig Compote Recipe For Desserts Fresh Fig Compote Recipe is a mish mash of figs cooked along with some freshly grated nutmeg. Both when combined together and simmered over medium heat will give you this lip smacking compote. ServeFresh Fig Compotewith some for a delicious warm dessert with a scoop of vanilla ice cream.Fresh Figs|Nutmeg|Brown Sugar (Demerara Sugar)|Honey,1
No valid plans for the future can be made by those who have no capacity for living now.,0
"Everyone can taste success when the going is easy, but few know how to taste victory when times get tough.",0
"Parents can only give good advice or put them on the right paths, but the final forming of a persons character lies in their own hands.",0
"Pahadi Chicken Curry Recipe  is a recipe that has been taken from Pahari Cuisine which is famous in the North eastern part of India. Pahadi refers to the mountains so the cuisine is influenced by the ingredients that are majorly grown in the mountain region. In  , the chicken is cooked tender in a thick yogurt gravy, the masala is made by roasting coriander seeds, cinnamon stick, cloves, fennel seeds and onions and then ground to form paste which is then cooked with chicken. Serve the   Recipe along with  ,  and for a weekday meal with your family. If you are looking for  , here are some more delicious and easy recipes for you:Chicken|Milk|Turmeric powder (Haldi)|Cardamom (Elaichi) Pods/Seeds|Black cardamom (Badi Elaichi)|Coriander (Dhania) Leaves|Salt|Sunflower Oil|Onions|Garlic|Ginger|Coriander (Dhania) Seeds|Cinnamon Stick (Dalchini)|Cloves (Laung)|Fennel seeds (Saunf)|Whole Black Peppercorns|Green Chilli",1
"Multigrain Methi Thepla Recipe With Ragi & Whole Wheat The Ragi & Whole Wheat Thepla Recipe is a wholesome diabetic friendly recipe that is made with a combination of ragi flour and added spices to make it flavorful and tasty. Theplais one of the many comfort foods to Gujaratis. If you are on a long distance train or even on a trekking trip and if you spot a Gujarati, you will find them carrying Theplas. Just as said, its a great travel food, like a baguette is to the French. The addition of Ragi and Whole Wheat flour, makes this thepla a high protein dish and also diabetic friendly as well.  Ragi is rich in calcium, helps in weight loss, has a high fiber content, battles anemia, reduces blood cholesterol and also regulates blood sugar levels.Because of its low glycemic index, it helps reduce food cravings and slows down absorption of starch, thus helps in regulating the blood sugar for diabetic. Serve the Ragi & Whole Wheat Thepla Recipe for healthy breakfast or a diabetic friendly breakfast along with a  and  . If you like this recipe, try more   for breakfast or an   or Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Flax seed powder (flax meal)|Turmeric powder (Haldi)|Red Chilli powder|Asafoetida (hing)|Methi Leaves (Fenugreek Leaves)|Oil|Salt",1
"Motiya Chilman Pulao Recipe - Vegetable Rice Topped With Paneer Balls (Vegetable Rice Topped With Paneer Balls Recipe) is rice preparation made in a pressure cooker and topped up with soft and crispy paneer balls. The dish is originally from Awadhi Cuisine. The rice has a perfect blend of spices and it is filled with flavours that are properly balanced by the paneer balls. The ""Motiyas"" in the recipe name describes the paneer balls that are added on top of the rice. Serve the   Recipe(Vegetable Rice Topped With Paneer Balls Recipe) with and . If you are looking for more Pulao recipes here are some of our favourites:Basmati rice|Green peas (Matar)|Cauliflower (gobi)|Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Red Chilli powder|Hung Curd (Greek Yogurt)|Coriander (Dhania) Leaves|Potato (Aloo)|Salt|Sunflower Oil",1
"To free us from the expectations of others, to give us back to ourselves, there lies the great, singular power of self-respect.",0
To get the full value of joy you must have someone to divide it with.,0
"There are only two mistakes one can make along the road to truth; not going all the way, and not starting.",0
There are two ways to slide easily through life: to believe everything or to doubt everything; both ways save us from thinking.,0
The key to growth is the introduction of higher dimensions of consciousness into our awareness.,0
Caramelized Onion & Roasted Garlic Pasta Recipe is a popular Italian recipe that is done with fewer ingredients. The recipe is also easy to prepare and yummy to taste. This delectably luscious recipe leaves the Italian flavors dissolving into our taste buds. The Caramelized Onion & Roasted Garlic Pasta Recipe is a great inclusion to weekend brunch party at home. Serve  along with  and  for a weekday meal. Look at more of Pasta Recipes here:Spirali pasta|Onion|Garlic|Salt|Whole Black Peppercorns|Extra Virgin Olive Oil|Fresh cream|Mozzarella cheese|Cheddar cheese|Basil leaves,1
"Spicy Tandoori Paneer Open Puff Recipe Spicy Tandoori Paneer Open Puff Recipe is a layered open puff pastry that is filled with a delicious paneer filling flavoured with tandoori masala. Puff pastry are traditionally originated in France, the dough is laminated with butter to form various layers so when they are baked we get to see the multiple layers of dough that creates the flaky texture. Tandoori Paneer Open Puff can be served as a tea time evening snack and paired along with a good cup of  . You can as well enjoy the spicy puff as your morning breakfast with the tea.The earthy flavoured Oolong tea is packed with antioxidants and has less caffeine content that helps to wash away the harmful radicals from the body. If you are looking for more Puff pastry recipes here are some :All Purpose Flour (Maida)|Butter (unsalted)|Salt|Butter (unsalted)|Sweet corn|Onion|Green Bell Pepper (Capsicum)|Tomato|Turmeric powder (Haldi)|Red Chilli powder|Cumin powder (Jeera)|Chaat Masala Powder|Lemon juice|Hung Curd (Greek Yogurt)",1
"Chilli Ginger Vegetable Tofu Stir Fry RecipeChilli Ginger Vegetable Tofu Stir Fry is a quick, healthy and delicious side dish or a light meal on its own. This is a great way to give a twist to your usual tofus. The ginger soy chilli marinade adds flavour to the otherwise bland bean curd pieces. The vegetables can be varied depending on availability or choice. Keep everything ready since cooking everything quickly on high heat is the key to a good stir fry. The tangy sweet Asian plum sauce balances the heat from the chilli and ginger in this recipe. You can alternatively use Hoisin sauce or just honey. Chilli Ginger Vegetable Tofu can be served as a light meal by itself or with   for a complete meal. If you like this recipe, you can also try similar recipes like Tofu|Button mushrooms|Red Bell pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Green Bell Pepper (Capsicum)|Baby corn|Green beans (French Beans)|Broccoli|Onion|Garlic|Ginger|Ginger|Fresh Red chillies|Rice Wine Vinegar|Whole Black Peppercorns|Salt|Sunflower Oil|Sesame seeds (Til seeds)|Garlic|Coriander (Dhania) Leaves",1
"Learned helplessness is the giving-up reaction, the quitting response that follows from the belief that whatever you do doesn't matter.",0
"What matters is the value we've created in our lives, the people we've made happy and how much we've grown as people.",0
Time stays long enough for anyone who will use it.,0
"Soya Keema Matar Masala RecipeSoya Keema masala is a delicious vegetarian keema that can be prepared quickly and easily.In this recipe, you just need to soak soya granules in water, pulse it in the mixer and then cook it in masala along with the peas. Make the usual Indian masala with onions, ginger garlic paste, the spice powders, soya granules, and peas, mix. Thats it. Its ready to be served. This makes a delicious one dish recipe for hot summer days. Serve Soya Keema Matar Masala with  , and  for a perfect meal. You can also try other Soya recipes such as Soy Chunks (Nuggets)|Onion|Green Chillies|Green peas (Matar)|Sunflower Oil|Ginger|Garlic|Coriander Powder (Dhania)|Red Chilli powder|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Salt|Sugar",1
"Pomegranate And Chia Seeds Yogurt Smoothie Recipe Smoothies are the healthiest and fun way of including fruits or vegetables into our diet.Pomegranate and Chia Seeds Yogurt Smoothie Recipe is a delicious smoothie made with seasonal pomegranate arils, Chia seeds, Yogurt and sweetened with honey. Pomegranate and chia seeds are both high in iron content and is nutritious to have it every day. Serve thePomegranate and Chia Seeds Yogurt Smoothie Recipe along with  for breakfast or as a healthy after school snack for the kids. If you like this recipe, here are a few more Smoothie recipesFresh Pomegranate Fruit Kernels|Chia Seeds|Honey|Fresh Pomegranate Fruit Kernels|Chia Seeds",1
"Eggless Oreo Cake Recipe With Buttercream Frosting This easy   requires only oreo biscuits, milk, sugar, and Eno/baking soda. With cooking time of just 5 minutes and buttercream frosting will take another 10 minutes, this is a recipe you could call in any time when you are to whip up something when you have unexpected guests at home or when the kids complain of hunger during snack time. Serve   as a light dessert after a meal with  or  . Take a look at more of the tea time cake recipes that we haveOreo biscuits|Milk|Sugar|Enos fruit salt|Caster Sugar|Vanilla Extract|Milk|Icing Sugar|Badam (Almond)|Oreo biscuits",1
"I am always doing that which I can not do, in order that I may learn how to do it.",0
"   - Kadai Mushroom (Recipe In Hindi)                    .                  .               .                 .     ,                     ,       |||  ()| ||| ||  | |  | | ||  | |||",1
"Creamy Spinach And Potato Breakfast Casserole RecipeCreamy Spinach And Potato Breakfast Casserole Recipe is a casserole recipe loaded with crispy potatoes, minced soya chunks instead of meat, garlic, eggs and made to make your taste buds happy. Serve Creamy Spinach And Potato Breakfast Casserole Recipe as a brunch along with   and  . If you like this recipe, take a look at more breakfast ideas that you can also tryOnions|Soy Chunks (Nuggets)|Red Chilli powder|Spinach Leaves (Palak)|Whole Eggs|Garlic|Potatoes (Aloo)|Half and half|Mozzarella cheese|Extra Virgin Olive Oil|Salt and Pepper",1
"Lemon Chocolate Chip Cake RecipeLemon Chocolate Chip Cake is a perfect tea time cake for spring and summer time afternoon, It can be served as a dessert for a party with a creamy white chocolate ganache topped on it with some fresh berries. Here are more dessert recipes to tryAll Purpose Flour (Maida)|Baking powder|Salt|Sunflower Oil|Whole Eggs|Vanilla Extract|Sugar|Lemon zest|Lemon juice|Chocolate chips",1
Garlic Dal RecipeGarlic Dal is one of the simplest but the yummiest dal to prepare. If you love garlic then this will surely go into your list of favorites. This creamy dal is filled with the garlic punch along with it being spicy and tangy. Garlic dal is best served with hot   or steamed rice or ragi mudde along with a dollop of ghee. Other tasty dals that you can try as well:Arhar dal (Split Toor Dal)|Green Chillies|Garlic|Salt|Sunflower Oil|Mustard seeds|Curry leaves|Coriander (Dhania) Leaves,1
"Indo Chinese Mixed Vegetable Recipe In Szechuan sauceThe   is a lip smacking gravy that is made with a simple combination of seasonal vegetables like cauliflower, capsicum, carrots, ginger, garlic, spring onions cooked in a sweet and spicy soya chilli sauce. Schezwan sauce is spicy and you can adjust the level of spiciness in this recipe by adjust the amount of schezwan sauce you add to the recipe. Serve the  along with  or  and  for a special weekend dinner. If you like Indo Chinese you must try our favoritesCauliflower (gobi)|Green Bell Pepper (Capsicum)|Carrots (Gajjar)|Onion|Ginger|Garlic|Corn flour|Spring Onion (Bulb & Greens)|Salt|Sesame (Gingelly) Oil",1
"North Arcot Special Godumai Rava Puliyodharai Recipe - Broken Wheat/Dalia PuliogareBroken Wheat or Dalia is a popular grainin India and Middle East. High in fibre, Proteins and Vitamin B, it is also a wonderful weight loss option. We know eating dahlia is boring but you can always give it a twist to make it even more delicious. North Arcot Special Godumai Rava Puliyodharai is such recipe which will be loved by everyone in your family. If you have made a batch of Instant Puliyogare Podi, your North Arcot Special Rava Puliyodharai will be ready in a jiffy. Or you can use store boughtPuliyogare powder as well. Serve North Arcot Special Godumai Rava Puliyodharai as one dish recipe or you can have it with   too. If you like this recipe, you can also try other broken wheat recipes such as Broken Wheat (Dalia/ Godumai Rava)|Raw Peanuts (Moongphali)|Cashew nuts|Curry leaves|Mustard seeds|Salt",1
The future is an opaque mirror. Anyone who tries to look into it sees nothing but the dim outlines of an old and worried face.,0
Nothing strengthens authority so much as silence.,0
Calcutta Style Paneer Egg Frankie Recipe -Wrap or Roll RecipeServe the Egg Rolls / Wrap as a quickDinneralternative or even as alunch boxfor kids. Other wrap recipes that you can try Whole Eggs|Onion|Green Chillies|Lemon juice|Chaat Masala Powder|Salt|Tomato Ketchup,1
Impossibilities are merely things which we have not yet learned.,0
Passion creates the desire for more and action fuelled by passion creates a future.,0
"    - Onion Raita Recipe    ,  , ,         .              .                          ,       ||| | ||| ",1
"    - Beetroot Garlic Lemon Rasam (Recipe In Hindi)               .                     .   , , ,       .      ,                   ,      |||  ||  |  || | | ||||  | ||| ",1
Imagination is the living power and prime agent of all human perception.,0
"We know what we are, but know not what we may be.",0
"Kurkuri Bhindi With Spicy Tomato Yogurt Gravy RecipeKurkuri Bhindi With Spicy Tomato Yogurt Gravy is a lip smacking side dish which can be served with any dal or kadhi for a wholesome meal. It is spicy, tangy and the crispy bhindi in it adds to the taste and flavour. Serve Kurkuri Bhindi With Spicy Tomato Yogurt Gravy along with  ,   and Rice for a perfect weekday meal. If you like this recipe, you can also try other Vegetable gravy recipes such asBhindi (Lady Finger/Okra)|Oil|Gram flour (besan)|Salt|Red Chilli powder|Chaat Masala Powder|Water|Oil|Mustard seeds (Rai/ Kadugu)|Cumin seeds (Jeera)|Asafoetida (hing)|Green Chillies|Onion|Tomato|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)",1
Patience is a virtue but you will never ever accomplish anything if you don't exercise action over patience.,0
"Cheesy Rice Poppers RecipeCheesy Rice Poppers Recipe is a lovely finger food snack which it can be served as is as a snack or you could also serve it as an appetizer at parties. The comforting familiarity of rice, coupled with the gooey richness of stringy cheese along with the crunchiness of breadcrumbs makes this snack is a real treat.They are a crowd pleaser and kids also love them. The best part these rice poppers are not deep fried and made in a paniyaram pan making it healthier. Serve the   along with and a refreshing for an evening snack. Other recipes that you can try are:Butter (Salted)|Garlic|Green Chillies|Onion|Green capsicum|Cooked rice|Sweet corn|All Purpose Flour (Maida)|Mint Leaves (Pudina)|Mozzarella cheese|Black pepper powder|Oil|Salt|All Purpose Flour (Maida)|Water|Whole Wheat Bread crumbs|Mixed Herbs (Dried)|Red Chilli flakes",1
"I can't change the direction of the wind, but I can adjust my sails to always reach my destination.",0
"Bhune Pyaz Ka Gosht Recipe - Mutton Curry With Roasted Onion & Spices is a lip smacking mutton curry that will leave you licking your fingers.Onions are sliced and fried until it turns into a deep brown colour, which makes it the star ingredients of this mutton dish. The brown onions contribute to the taste as well as lend that deep colour to the gravy. The succulent pieces of mutton are marinated and slow cooked and then combined with the brown onion gravy base and pressure cooked to speed up the process at home. ServeBhune Pyaz Ka Gosht Recipe along with , ,  , and . Serve as dessert.Mutton|Salt|Turmeric powder (Haldi)|Sunflower Oil|Cinnamon Stick (Dalchini)|Cloves (Laung)|Cardamom (Elaichi) Pods/Seeds|Cumin seeds (Jeera)|Onions|Ginger|Garlic|Salt|Green Chilli|Red Chilli powder|Cumin powder (Jeera)|Coriander (Dhania) Leaves|Cinnamon Powder (Dalchini)|Bay leaf (tej patta)|Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Nutmeg powder",1
"Paneer Methi Paratha RecipePaneer Methi Paratha Recipe is made from whole wheat flour dough stuffed with finely chopped methi leaves and freshly made paneer, spiced up with green chillies and cumin powder. The Paneer Paratha can make a meal in itself and served with a pickle and some yogurt or raita. The paratha makes a great lunch box as well, as it does not brittle and remains soft when heated in a microwave oven. for a wholesome breakfast or dinner. If you like the parathas for breakfast or dinner, you must try some of our favorites.Whole Wheat Flour|Salt|Sunflower Oil|Cumin powder (Jeera)|Green Chillies|Onion|Methi Leaves (Fenugreek Leaves)|Salt",1
"Healthy Multigrain Dinner Rolls RecipeThe Multigrain Dinner Rolls are healthy and really easy to make. Although I must say that having a Stand Mixer does help in kneading the dough very easily. Serve these Multigrain Dinner Rolls flavoured with olive oil and topped with sesame. You can also add herbs like basil, rosemary and thyme and make it into a Herbed Dinner Roll. If you like making homemade breads, then you must try some of our favoritesWhole Wheat Flour|Oats Flour|All Purpose Flour (Maida)|Salt|Milk|Lukewarm Water|Honey|Extra Virgin Olive Oil|Whole Eggs|Sesame seeds (Til seeds)",1
The least movement is of importance to all nature. The entire ocean is affected by a pebble.,0
"Mangalorean Padengi Gassi Recipe - Green Moong Dal CurryThe Mangalorean Padengi Gassi Recipe is a wholesome curry that is made from  . The Gassi is a delicious dish from the Mangalore Cuisine, that is made with roasted coconut and chillies, and cooked along with tamarind giving this curry a tangy and rich taste and flavor. Serve the along with , and to make a deliciouslunch or dinner for your family. If you like this recipe, you can also try other   that you can make for a   or dinner.Green Moong Dal (Whole)|Onion|Tomatoes|Turmeric powder (Haldi)|Salt|Fresh coconut|Dry Red Chillies|Coriander (Dhania) Seeds|Cumin seeds (Jeera)|Mustard seeds (Rai/ Kadugu)|White Urad Dal (Split)|Garlic|Dry Red Chillies|Curry leaves",1
"Ragi Pancake Recipe With BananasRagi also known as Finger Millet makes a great pancake when combined with mashed bananas and served with maple syrup or honey. These make asuper delicious after school snack or a morning breakfast. I sometimes pack these pancakes as a snack box for school and the children love it. Serve along with a or   for your morning breakfast. If you like this recipe, you can also try other   for your everyday breakfast:Ragi Flour (Finger Millet/ Nagli)|Whole Wheat Flour|Ripe Bananas|Baking powder|Salt|Whole Egg|Sunflower Oil",1
"Lettuce, Apple And Carrot Salad With Chilli Dressing Recipe  is a delicious homemade salad where apple and carrot is sliced and then mixed with roughly chopped lettuce and a honey chilli dressing. This salad makes for perfect dish along with your soup or you can also serve it as a side dish for your weekend brunch. If you are looking for a Homemade Continental Salad Recipe, you should give this recipe a try as it is easy to make and takes only few ingredients. Serve  along with  and a  for your weekend Brunch. If you like this , you can also try other   that you can serve with you meal:Iceberg lettuce|Carrot (Gajjar)|Apple|Cucumber|Lemon juice|Honey|Red Chilli powder|Salt",1
"Crispy Paneer Bars Recipe- Crispy Cottage Cheese BarsCrispy Paneer Bars are cottage cheese fingers coated with papad and I have used the mint coriander chutney and imli chutney inside paneer to curb its raw flavour. They are super easy to cook and can be prepared in just a few minutes. They can be a party pleaser and an amazing appetizer for sudden guests. With the use of paneer they are high on protein content. They are crispy outside and soft inside. Mom knows the heart of her family. This recipe prepared by mom not only shows her best cooking skills but also how she balances the flavour and health quotient of family in her food. ServeCrispy Paneer Bars Recipe as a appetizer to your party meal made of , andWhole Wheat Flour|Water|Salt|Coriander (Dhania) Leaves|Urad dal papad|Extra Virgin Olive Oil",1
"Coorg Mange Pajji Recipe (Coorgi Style Ripe Mango Raita)Coorg Mange Pajji Recipe is a delicious raita recipe made using the ripened mangoes. Traditionally, it is made using the wild mango variety which are available in abundance during the summer season in the Coorg region. However, you can use any variety of mangoes of your choice. It is a simple raita, where the mango slices are mixed in curd flavoured with coconut masala and finished with a garlic tempering. The savoury and sweet flavours amalgamates beautifully. Serve the Coorg Mange Pajji Recipe along with and for a delicious Sunday Lunch If you like this recipe, you can also try other Mango recipes such asMango (Ripe)|Fresh coconut|Mustard seeds|Green Chilli|Sugar|Garlic|Dry Red Chilli|Curry leaves|Salt",1
"Summer Lettuce Salad RecipeThe Summer Lettuce Salad Recipe is perfect for the hot summers when we want a salad that is refreshing, juicy and nutritious too.Summer is here, so lets us enjoy it by making this quick and delicious lettuce salad. With coolness of cucumber & red onions, with sourness of cherry tomatoes & olives, with sweetness of honey & corn, this salad is absolutely refreshing. Finally a bit spicy with Tabasco sauce & black pepper to add to the zing! ServeSummer Lettuce Salad Recipe with or for a light dinner.Cherry tomatoes|Red onion|Cucumber|Sweet corn|Green olives|Lettuce leaves|Lemon juice|Honey|Whole Black Peppercorns|Cumin powder (Jeera)|Extra Virgin Olive Oil|Salt",1
"Broccoli Peanut Oats Tikki RecipeTikkis or Cutlets are round and flat patties that make for a great afternoon snack for kids or can even be packed in lunch boxes. In  ,the tikkis are beautifully crunchy and fluffy that are made with finely chopped broccoli, shredded paneer and rolled oats along with a mild flavouring of spices. Paneer absorbs all the flavours of the spices and the peanuts give the crunch necessary for the dish. Serve   along with a   and   for a perfect tea time snack. If you like this recipe, here are a few more   that you can serve with a cup of tea:Extra Virgin Olive Oil|Broccoli|Potatoes (Aloo)|Roasted Peanuts (Moongphali)|Instant Oats (Oatmeal)|Green Chillies|Garlic|Chaat Masala Powder",1
"If we have a positive mental attitude, then even when surrounded by hostility, we shall not lack inner peace.",0
"Beet and Avocado Chapati Recipe is a step at bringing the antioxidant properties and minerals of beetroot and healthy smoothness of avocado together. Including Avocado makes these chapatis ultra soft and the fat in it reduces the oil needed for cooking. These super healthy Indian flatbreads are great to be packed for travels and tiffins. Even make them in advance and freeze them in zipping lock covers. Warm them up on a Tawa for 15-30 seconds, add your favorite fillings to wrap. This Beet-Avocado Chapati Recipe makes a great breakfast too. You canSmearBeet and Avocado Chapatiwith cream cheese and serve with Green sandwich Chutney, or add more stir fried vegetables and roll them to pack for outings.  Beetroot is high in fiber, vitamins, minerals, and is high in plant derived antioxidants. Avocados include 20 different vitamins and minerals, and are low in saturated fat, do not contain any cholesterol or sodium and have high amounts of monounsaturated fatty acids that are great for the healthy functioning of the heart. Serve with and for lunch or dinner. Explore more possibilities of Indian flatbreads hereBeetroot|Avocado|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Whole Wheat Flour|Sesame seeds (Til seeds)|Cumin powder (Jeera)|Green Chilli|Ginger|Salt|Extra Virgin Olive Oil",1
The beginning is always today.,0
"Authentic Nimki Recipe - Evening Tea Time SnackNimki is a traditional Indian tea time snack recipe, that is often available at every north Indian home. Its is a savory cracker, that is packed with flavors and goes well with a spicy mango pickle or even can be had one its own. Serve thePartiMathriorNimkiwith ginger tea or mango pickle as atea time snackor make it for the festival like Diwali, Holi or any other special occasion. Find more Tea Time Snacks likeAll Purpose Flour (Maida)|Salt|Ajwain (Carom seeds)|Chaat Masala Powder|Sunflower Oil",1
"Till Wale Aloo Recipe - Sesame Potato Sabzi is an easy recipe and gives our routine potato veggie a twist. It can be served in lunch or dinner. You can also stuff the leftover sabzi into paratha and give a twist to your aloo paratha. Pack this sabzi for you and your kids lunch box or serve it as a side dish along with your meal. Serve   along with  ,   and   for a weekday meal. If you like this recipe, you can also try other   such asOil|Potato (Aloo)|Ginger|Green Chilli|Sesame seeds (Til seeds)|Red Chilli powder|Cumin powder (Jeera)|Coriander Powder (Dhania)|Salt|Coriander (Dhania) Leaves",1
"Pineapple Carpaccio Recipe - Spiced Pineapple Salad with Ginger & Mint is a sweet and savory pineapple salad with ginger, red chili infused orange dressing. Pineapple and chilli go very well together Carpaccio is an Italian technique to thinly slice the variety of meats with a long, sharp, slicing knife. To make Pineapple Carpaccio, pineapple has to be cut into paper thin slices and then coated with flavorful dressing. The recipe for Pineapple Carpaccio is inspired by the famous television series Home Cooking by Chef Gordon Ramsay. ServePineapple Carpaccio Recipe along with for a weeknight dinner. Other recipes that you can try are:Pineapple|Sea salt|Mint Leaves (Pudina)|Fresh fruits|Extra Virgin Olive Oil|Fresh orange juice|Lemon juice|Honey|Dry Red Chilli|Ginger",1
"Buckwheat Crepe Recipe with Fruit CompoteBuckwheat Crepe Recipe with Fruit Compote is an excellent recipe to use to incorporate this high-protein, gluten-free grain into your diet. Buckwheat flour is said to be excellent for diabetes, digestion and the treatment of high blood pressure since its high in Rutin. Along with a seasonal fruit compote, these Buckwheat Crepes are an excellent way to kickstart your day with a wholesome dose of healthy energy. Serve Buckwheat Crepe Recipe with Fruit Compotewith a glass of fresh juice or a hot cup of coffee. You could also pack them in your kids snack box or for a weekend family picnic. Try these other breakfast specifies like:Buckwheat Flour (Kuttu Ka Atta)|Whole Wheat Flour|Baking powder|Baking soda|Whole Eggs|Buttermilk|Salt|Plum|Strawberries|Brown Sugar (Demerara Sugar)|Cinnamon Powder (Dalchini)|Dried Thyme Leaves",1
"If you'll not settle for anything less than your best, you will be amazed at what you can accomplish in your lives.",0
"Turai Aloo Ki Sabzi Recipe - Ridge Gourd Potato Curry is a delicious side dish recipe made under half hour with fresh ridge gourds, aloo and tamatar. This curry is apt choice for a weeknight dinner. This can also be packed for lunch. Stir in just the basic spices to get this healthy and yummy dish. Serve along with and   for your everyday meals. If you like this recipe, look here for more   that you can try for your everyday meals"":Ridge Gourd (Turai/ Peerkangai)|Potato (Aloo)|Tomatoes|Onion|Garlic|Ginger|Cumin powder (Jeera)|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Salt|Red Chilli powder|Sunflower Oil|Cumin seeds (Jeera)|Mustard seeds",1
Reality leaves a lot to the imagination.,0
"Sooner or later, those who win are those who think they can.",0
Failure doesn't mean you are a failure it just means you haven't succeeded yet.,0
Autumn is a second spring when every leaf is a flower.,0
"You must train your intuition, you must trust the small voice inside you which tells you exactly what to say, what to decide.",0
"Spinach Mushroom Scrambled Eggs RecipeSpinach Mushroom Scrambled Eggs is a proteinrich breakfast. Make it more nutritious by adding Spinach and Mushroom to it. Spinach comes at the top of the ranking list for nutrient richness. It is a very good source of dietary fiber, phosphorus, Vitamin B1 and Zinc. Mushrooms belong to the fungi kingdom; though they are not vegetables, they provide several important nutrients. Naturally grown foods like mushrooms decrease the risk of obesity, diabetics, heart diseases and promotes a healthy complexion and hair. This nutrient-rich breakfast is easy to prepare and serve a healthy breakfast for your family. Serve the protein richSpinach Mushroom Scrambled Eggs with  on the side and a glass of . Here are few more egg recipes which you will like to try.Whole Eggs|Salt|Black pepper powder|Button mushrooms|Spinach Leaves (Palak)",1
"You learn to speak by speaking, to study by studying, to run by running, to work by working; in just the same way, you learn to love by loving.",0
"       - Kacche Aam Aur Lehsun Ki Dal Recipe               .                  .               .                   ,       , | | || | ||||||   |  ",1
"Goan Sweet Churmo RecipeChurmo is one of the Goan Sweet where thin crispy rotis are prepared out of whole wheat dough and then deep fried. These rotis are then crushed and mixed with jaggery syrup that is prepared separately. This is a nice and traditional Goan Recipe that the whole family will cherish. Prepare thisGoan Sweet Churmo Recipe and serve it as a crunchy addition with  for evening. If you like this recipe, take a look at more recipes likeWhole Wheat Flour|Water|Whole Wheat Flour|Sunflower Oil|Jaggery|Water|Red Chilli powder",1
The real measure of your wealth is how much youd be worth if you lost all your money.,0
"Scrambled Tofu Noodles RecipeWe have tried different asian cuisine styleto cook noodles, but adding flavoured crumbled tofu to coat the noodles is a trend by itself. Feeding healthy and nutritious tofu to children will be much easier if you follow this recipe. A protein rich superfood bean curd or tofu can be adelicious choice for lunch packs for all agesaspure vegan recipe. Here yellow mustard is the flavour enhancer to make the tofu taste rich. ServeScrambled Tofu Noodles along with  for a weekend brunch with your family. If you like this recipe, you can also try other Noodle recipes such asHakka Noodles|Tofu|Mixed vegetables|Onion|Green Chilli|Ginger|Chilli vinegar|Dijon Mustard|Black pepper powder|Sesame (Gingelly) Oil|Salt",1
